epoch-0,epoch-1,epoch-2,epoch-3,epoch-4
-0.029092594218099236,-0.029648740172522788,-0.030086150588047103,-0.030522473411227123,-0.031083737643276356
0.029391166767501403,0.030033474167315645,0.030772790712480326,0.03162999445757334,0.03257651224037977
0.004297103855199733,0.00550416793443943,0.006826485725066689,0.007971499268864769,0.009230789493623052
0.03048392539264267,0.031194990563231363,0.031841470716208804,0.032452831553069744,0.0329140922816777
-0.014190852362319586,-0.013853571805838788,-0.013658462526583285,-0.013368284374439234,-0.012899939760844808
0.00036321032731177646,0.0011908491078814816,0.0016914188727425253,0.0021680459374286646,0.002532351154884844
0.011066729742678447,0.01136587139009479,0.011597106402393411,0.011760170271208908,0.011987797494607428
0.024085804041724494,0.025339638460003266,0.026297921146643758,0.027340155127047478,0.028605368259907463
-0.010642149482928511,-0.010263172493562208,-0.009593887842990671,-0.009076765769690246,-0.008734348953915443
-0.010194151538074164,-0.009266355609801442,-0.0085945274010959,-0.00799894937488955,-0.00761077608354579
